
key = model_output

indiv_var_parts

key = indiv_var_parts

key = comm

,"(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 10)","(1, 11)","(1, 12)","(1, 13)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(2, 13)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(3, 11)","(3, 12)","(3, 13)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(5, 5)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(6, 6)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(7, 7)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(8, 8)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(9, 9)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(10, 10)","(10, 11)","(10, 12)","(10, 13)","(11, 11)","(11, 12)","(11, 13)","(12, 12)","(12, 13)","(13, 13)",pred_err 
GUNR,1.6791175320269956e-09,1.121321585841919e-08,1.2601006797967996e-08,-2.9110402577766525e-09,1.8137255486443388e-10,-1.2646364276407287e-11,7.140986781710252e-10,-2.5274167920824767e-09,7.053153774167358e-09,9.213735051563214e-09,5.931342176770658e-09,-3.0957506004101786e-09,-1.7440542205983138e-09,7.89547258070213e-08,8.489637380099643e-08,-1.7005806486950786e-08,2.5484915712968814e-09,-3.949456253918933e-09,1.745222493546381e-09,-1.2355015397058907e-08,5.2112950266368114e-08,6.853474072867662e-08,3.768115459487195e-08,-1.4547540739548875e-08,-1.891107048328946e-08,9.470155256630779e-08,-2.139990919096635e-08,1.6061949604424554e-09,-8.032274516278302e-10,4.804868748460039e-09,-1.813816054608712e-08,5.38491558203307e-08,7.042863787016382e-08,4.415855742547216e-08,-2.210950118508007e-08,-1.441960595785208e-08,6.501832344567009e-09,4.849032960234587e-10,-2.2883403308377516e-09,-3.045313208121619e-09,7.085395372657156e-09,-9.232169670806487e-09,-1.1786412557020348e-08,-1.1435801733671812e-08,9.028775631388901e-09,-1.3184825904899386e-09,4.5872019667878977e-10,-1.2705371238987051e-09,-9.157267947683769e-10,1.212296302317162e-09,2.4075753347233913e-09,3.295517295497231e-09,7.381612648012923e-12,1.6772367754030329e-09,-2.5737712393695585e-09,3.6682553475976976e-09,2.8641908425798575e-09,-4.273778594399863e-09,-4.809576782846384e-09,-6.7176691729192216e-09,1.7856974069959836e-09,-5.790697725962399e-09,6.907376883663349e-09,2.5485318756097263e-09,-4.433095490743404e-09,-7.213527624728483e-10,-1.2824500530270502e-09,3.954375755446641e-09,-5.864818633814301e-09,4.651588848764996e-09,8.828122065729173e-09,-5.050009076952607e-09,-6.088148355725301e-09,-1.1069953043988002e-08,1.1463827027910141e-08,-5.443107397980462e-09,3.579449306371128e-08,4.732313944465023e-08,2.2541258979659076e-08,-5.464782476191451e-09,-1.6265594496395944e-08,6.260757262469704e-08,2.9229335236156228e-08,-6.449672732891529e-09,-2.20653738163706e-08,2.186530327542306e-08,-1.3836605724212275e-08,-2.7205785406266148e-09,1.4922744005202005e-08,-7.711861796965492e-09,1.4769105969871115e-08,0.00024363626062889415
IXUS,2.6612652833637284e-07,-1.738193384912758e-07,3.383068357293265e-07,3.0465135587845523e-07,-1.6062258075458233e-07,1.8252212828957403e-07,-5.6795871983444907e-08,5.8266272330679096e-08,7.966809819805108e-08,-8.913885823160322e-08,3.8808237036226285e-07,1.6902746339672337e-07,-1.0829341252882273e-07,3.099240643524126e-07,2.5515273910294535e-07,-2.1653706896111975e-07,3.920262611450015e-07,9.777837696111388e-08,3.2597881558995506e-08,8.190337493148469e-09,-8.505678388586538e-08,3.0237943166185004e-07,9.195137954836133e-08,-1.4133201344865462e-07,4.5616916698923494e-07,1.5843046593485916e-06,3.4472130108367186e-07,4.918635639547231e-07,7.580763658499e-07,-8.310499105215765e-08,1.8618460502535918e-07,2.122164900013757e-08,4.785942449145956e-07,1.3307494501030882e-06,1.398829370017458e-07,7.967447286498929e-07,3.503223387447702e-07,-2.0953939030654206e-07,1.8954771430744455e-07,-6.461564070330556e-08,6.256705695145147e-08,9.415273456799929e-08,-1.238676819949274e-07,4.1338464063555583e-07,1.962611081041789e-07,-1.5842378167011833e-07,5.166903402989257e-07,2.0706546979846436e-07,2.770364889608142e-08,3.2442624405071683e-08,-9.636016141114552e-08,4.107446677255336e-07,2.707598879959273e-07,-1.4723903005055213e-07,6.288462813142965e-07,3.6493144454595056e-07,-4.3923115860146323e-08,9.105862412909566e-08,1.8155001169248346e-08,2.0862959520804947e-07,6.478177414211868e-07,8.17504373015057e-08,3.515883267886302e-07,1.2224214174908721e-08,-1.3494202594134234e-08,-1.6246199896657828e-08,1.3431690933650471e-08,-9.073467983142091e-08,-3.5364844583927946e-08,1.4283840508678868e-08,2.364702282155846e-08,9.666747201122675e-09,3.7977842595427376e-08,1.6630774521158744e-07,2.9723281294602964e-08,6.705224229685059e-08,2.9401905334884538e-08,-6.773776182041506e-08,5.809694749858304e-08,5.5801360666323564e-08,-9.722663862049937e-08,3.3339623371538333e-07,2.9944674319232327e-07,-9.507101112463921e-08,5.154507213980185e-07,1.1734721074143607e-06,1.9208133925302263e-07,5.200006255363817e-07,1.122279314354135e-07,-1.2948849917696544e-07,8.005147025453872e-07,0.00013727312197301867
EFA,2.818527443729667e-07,-2.1076292997066786e-07,4.640502941145222e-07,2.616830326868575e-07,-1.7349835598462117e-07,2.71790126355816e-07,-7.009260489929009e-08,7.034496246701598e-08,4.3936599137119136e-08,-5.343013558845013e-08,4.5726177773671235e-07,1.4373526155699524e-07,-1.0738998685746774e-07,6.181226922359655e-07,3.987107182177177e-07,-2.568647998913918e-07,8.070786075427261e-07,1.3712745511556853e-07,6.483732966710628e-08,7.819544017877272e-08,-6.243131981483552e-08,5.204556267088008e-07,1.654607632596443e-07,-1.493498998042084e-07,7.95837587638748e-07,1.971561681943726e-06,3.317667957947644e-07,8.11162368033438e-07,9.98635919336585e-07,-9.528477435465752e-08,3.276182425752645e-07,2.4445257858179352e-08,6.901058346648101e-07,1.5744641099170301e-06,1.688530718571043e-07,9.818512805363895e-07,2.5108560319233026e-07,-2.5107370758447236e-07,2.0711969476330003e-07,-6.672730338795812e-08,4.79332750775896e-08,4.4721969297237614e-08,-1.1344582004523e-07,3.571279683967549e-07,1.3901195950521572e-07,-1.9477046904702134e-07,1.1030452348448055e-06,3.3331257546754803e-07,6.141951005256615e-08,1.490781317625751e-07,-7.054756025894914e-08,7.396212398789594e-07,4.648061664684798e-07,-1.5005853065942502e-07,1.1185267485987951e-06,5.136482704884084e-07,-5.840792127361257e-08,1.645050644467871e-07,2.050820611850659e-08,3.036122799137825e-07,8.159448275255174e-07,1.0765937265496621e-07,4.2528909931006687e-07,1.77661552901241e-08,-1.3965138104915217e-08,-1.1724286787060263e-08,2.6250079711550082e-08,-1.0002604615500481e-07,-3.6874331044796475e-08,4.600970122946378e-08,5.470624029888894e-08,2.5653148315603653e-09,1.231381927345281e-07,2.582339491548186e-07,2.398206872205744e-08,1.7642524524768118e-07,8.748590042915906e-09,-3.9188885192490746e-08,3.869338622271188e-08,2.5095110324311303e-08,-6.26952007459702e-08,5.11480260756292e-07,4.4272506811976686e-07,-7.093228216773494e-08,7.669397940188109e-07,1.3008678241545328e-06,1.8705855081944976e-07,6.141371810474736e-07,7.710649150640504e-08,-1.1981785867334226e-07,1.1526815060803968e-06,0.0001634637301143539
VGK,6.389663614676117e-09,-2.211330344663173e-10,4.994744177907963e-09,4.811272443631689e-08,-2.4750694805579528e-08,3.991979198975108e-08,1.2562690922917962e-08,-1.689134036749987e-08,-4.760273070311104e-08,-1.3148936757691142e-08,-3.182270276757367e-08,2.535804893386045e-08,-1.3246871329632627e-08,2.843926690721425e-09,-4.4060596470461756e-08,1.168518117854109e-09,5.486975350035671e-08,-1.4371792252179434e-08,-4.197323506247639e-09,9.19573983297599e-09,-2.9399402675125958e-09,-1.2704258719941636e-08,-9.109628349322949e-08,5.5450622235547175e-09,7.669401914752695e-08,6.830114403903198e-07,-6.237069174114484e-09,-8.551329049442554e-07,2.3221260858669538e-07,6.804090858859211e-08,-1.4645067739356874e-07,3.377312914145673e-08,1.933453191349169e-07,1.4017654161233047e-06,-7.956022575358536e-08,-1.1900037538775778e-06,3.651088813590246e-07,-1.3240487971144212e-07,2.8760901627818775e-07,9.083521863156799e-08,-1.1858493179802479e-07,-3.6302086270673203e-07,-1.1215543592949836e-07,-3.317284528137517e-07,1.973569805370803e-07,-2.3582246292799472e-08,1.1244846676978314e-06,-4.0201400356910487e-07,-1.203152510684618e-07,2.2941805161599401e-07,9.70310555369914e-08,-1.996691507042223e-07,-1.6325177696656925e-06,2.408541511183244e-08,1.5031208113694453e-06,3.088970886053421e-07,9.571879243904788e-08,-1.449691169426075e-07,-2.763904513329331e-07,-2.1878528993300114e-08,2.2345465179339974e-07,1.290098627281586e-07,-4.319226632385319e-07,2.969079829417939e-08,-4.4633426288262964e-08,-8.750599614348055e-08,-8.395133967480363e-09,5.974136097025468e-08,4.133616818831394e-08,-1.2717749316342396e-07,7.079718013472231e-08,1.1191214203768262e-07,-5.193031473523425e-09,-1.9579503616887678e-07,-4.753534158872251e-08,2.664762596082577e-07,3.620579713243174e-07,1.192428369196191e-07,3.861976766550456e-07,-1.9930437876102873e-07,-2.4614315496592705e-08,8.811308839332375e-08,4.932507485435863e-07,-8.198178572244987e-08,-3.2644633366569786e-07,3.1555179882758233e-06,-3.3507026824031216e-07,-2.4121849348738468e-06,1.1517996283692508e-07,1.200614375317453e-07,2.0765820748126554e-06,0.00020480295404613907
SHY,4.456825209643355e-10,-1.87431759137093e-10,2.6519296896121654e-10,4.5487327958517733e-10,-5.69084867757381e-11,5.598684999739789e-11,1.0100852273165411e-09,1.6722708119961716e-09,1.0544204554176204e-09,-3.705155832174535e-10,6.979302771680761e-10,2.359291224114251e-09,3.0624299614769425e-09,7.895256406713601e-11,-1.090257826321323e-10,-1.8853806791408344e-10,2.3849564756352278e-11,-1.8728861475043895e-11,-4.070468635463666e-10,-6.760616150005753e-10,-4.193165728451907e-10,1.3909869830128102e-10,-3.325115774890212e-10,-1.0426524486751314e-09,-1.3218777091972896e-09,2.066116432642641e-10,3.245072266043598e-10,-3.5487779166755723e-11,1.273167693258649e-10,9.47350370008341e-10,1.5261454736804684e-09,1.0981627797001589e-09,-5.4682688429384e-10,-3.458288171588403e-10,4.191427392033722e-10,1.1591677671598816e-09,5.236482847159499e-10,-5.987529668877324e-11,1.6083226245640934e-10,1.4129290206369843e-09,2.292589819021182e-09,1.5954339643239653e-09,-7.381505139516262e-10,-1.2723209855703828e-10,1.3217646486508567e-09,2.3941895139594452e-09,7.320695814460739e-12,-1.0279525611187978e-11,-1.4051000535933769e-10,-2.3121718721445685e-10,-1.503151422805279e-10,5.817955626402467e-11,-6.376959519593902e-11,-2.684599809184008e-10,-3.6895441132436083e-10,1.8805585308800625e-10,7.938047495329072e-10,1.2328159085987615e-09,1.038993720295621e-09,-6.750196828413592e-10,-1.3780145566952436e-09,-1.5998686706930583e-09,-8.921569341447344e-10,4.746267644460392e-09,7.55795576685065e-09,5.729545577199699e-09,-3.1551341479294442e-09,-3.8180628097744475e-09,-1.639025364186832e-09,2.236461467692791e-09,1.2052936053530391e-08,9.07811383209536e-09,-4.940999830603458e-09,-5.66212187664467e-09,-1.8609896332523445e-09,4.276695152781854e-09,7.034417908222084e-09,-4.023903862929544e-09,-5.6887649150574996e-09,-3.914385118308641e-09,8.509244680745337e-10,2.4899684961336658e-09,4.508362656634093e-09,4.622002181549857e-09,1.8870757651118875e-09,1.2960204216580373e-08,1.904794335383939e-08,1.513407928910365e-08,3.235275844102876e-08,2.9586792356218358e-08,3.004941162174208e-08,3.4531536289971506e-06
IEI,8.073243326356669e-13,-5.12482621778729e-13,-1.5450632509475206e-12,1.9116197241505523e-12,2.9289436376857218e-12,5.8474618053260056e-12,7.23221358973373e-13,-3.6791236764944523e-13,8.384663216322764e-12,4.487277225406624e-11,9.00203005973727e-11,1.0042685188851449e-10,8.439676742867256e-11,5.173542057709117e-13,-1.9382364620971485e-12,-1.0664851386228398e-12,-2.0832408134095642e-12,6.063042472863238e-13,7.60351712395905e-13,-5.971717376968026e-12,-3.004214033488979e-11,-6.555467331882873e-11,-8.275553853859401e-11,-6.75028103571673e-11,-4.3473257565614625e-11,4.732777672124738e-11,-5.892872308102047e-12,-2.200934119353624e-12,-7.683023965556786e-11,-1.992035095696342e-11,9.502749037429687e-11,3.5970504655457734e-10,4.776034122977897e-10,2.1702584795079145e-10,-1.3515460312275406e-10,-3.150612161609648e-10,4.638939845110695e-12,6.763845752104596e-12,1.715131662817723e-11,2.645914378517904e-12,-5.621042227190659e-12,9.317047047544932e-13,7.787635108188885e-11,1.9354969601271185e-10,2.349227826914001e-10,2.0757053440131135e-10,1.088732378601032e-11,1.6177984462844704e-11,1.2015657300891375e-12,5.902503643321939e-12,5.92500602982099e-11,2.0603178685644029e-10,3.564613213851836e-10,3.687218244725151e-10,2.944074082637388e-10,1.3945581824380162e-10,3.265962329978868e-11,-1.4220069367115666e-10,-4.951324742570734e-10,-5.085635598884722e-10,7.610222344713776e-11,6.430073498859015e-10,8.384271938267523e-10,8.391535170189977e-12,-3.9733884084658234e-11,-1.4946189300742267e-10,-1.952003715405025e-10,-8.199363350666192e-11,6.613472890994127e-11,1.3974808725078686e-10,2.0068004575590015e-10,7.949508616923649e-10,1.1773975988230849e-09,7.865646575418758e-10,7.549561132240677e-11,-3.648604420316024e-10,3.269111673990347e-09,5.2378445604618946e-09,4.231753954959644e-09,1.5260731312340136e-09,-4.237386545697079e-10,9.649976168921178e-09,9.947472342689956e-09,6.306344557730753e-09,2.7410619807761214e-09,1.3453432240216564e-08,1.1698539269977996e-08,8.063449540083432e-09,1.2565900518054672e-08,1.0301115484599132e-08,9.354063393037054e-09,1.8896644488559356e-05
IEF,4.924329330709169e-12,1.2800589194536737e-11,2.4178421028309902e-12,-4.369298490514833e-13,-1.0052092480858239e-11,4.560382734247585e-11,1.2994993488893614e-10,2.4171181525634514e-10,2.851125382502344e-10,2.2035752631011741e-10,7.980280825904735e-11,-3.133627857655084e-12,2.372670175055414e-11,3.49655933374497e-11,5.9539543946162936e-12,9.088675455437469e-12,-3.232961052369948e-11,7.25672310028364e-11,2.760986175146097e-10,5.84836355514116e-10,7.389435225261954e-10,6.180441759599529e-10,2.530570101827468e-10,-1.507257030491572e-11,-4.787405760651805e-11,1.251998736867379e-12,-2.2166552455002437e-12,-3.721579792203032e-12,3.139472677793243e-11,7.5887398478444e-11,1.271951261763212e-10,1.4041979924568865e-10,9.933780417848757e-11,3.025133049209004e-11,-1.8221649901876442e-13,3.310167595141454e-11,6.186009167704658e-11,-3.659354144479863e-11,-2.8204864187789543e-10,-3.8459923365272704e-10,-2.8436585969984866e-10,-3.856750594271091e-11,2.539512807512894e-10,2.6871397546603673e-10,-4.1604487830483754e-11,-6.644940033021792e-10,4.3248816285546225e-11,7.547545069583014e-11,-3.9057456996571386e-11,-3.3398786181310714e-10,-5.739574713705675e-10,-6.156576174729128e-10,-3.301310067056426e-10,3.179224711774524e-11,3.532068119884315e-10,1.6724726921529056e-09,2.8810975097503926e-09,3.4207861865761927e-09,2.7000774114692675e-09,8.108056074068045e-10,-5.011649154443759e-10,1.5931988920144464e-10,3.1984052814153176e-09,5.680630229376461e-09,7.965241596206526e-09,7.604017891859645e-09,4.164603688339919e-09,4.416256092595521e-10,1.7005120143441668e-10,4.6234050060826324e-09,1.2982643806476659e-08,1.405124821096802e-08,9.653120242596702e-09,2.744214977183344e-09,2.430681211961539e-11,3.98169459461164e-09,1.6510509381422394e-08,1.2699719571052566e-08,4.561284510739234e-09,-1.7244315862734585e-10,1.515926791455828e-09,1.1070725819604178e-08,4.791217031697484e-09,-3.2551814384271274e-10,-1.8687301091188557e-09,2.523634676985019e-09,-2.3762766737748673e-10,-2.5705111811839138e-09,3.036855928817838e-11,4.336545814313939e-10,7.211530728069728e-09,4.290027270667336e-05
VGIT,6.968538703740564e-13,-5.931112972874706e-14,-2.757023158133105e-13,2.3702025731674327e-12,2.6314726188252124e-12,2.5286907280984843e-12,-1.1413115320378019e-12,2.967616585156872e-12,1.914943889200212e-11,5.5161926264021886e-11,8.700421453057696e-11,8.20176653762317e-11,5.67397157835935e-11,7.266707481138017e-15,-3.383193265658984e-13,-1.5370398970532094e-13,-2.745310139682578e-13,4.314644443009563e-14,-2.676627150627362e-13,-1.6610344137285894e-12,-4.8010177640659535e-12,-8.418601311713555e-12,-9.349673761900605e-12,-6.510125330529078e-12,-3.3738993358478832e-12,5.910569253286242e-11,-8.770103688649052e-12,7.20362358927211e-12,-4.313310232694757e-11,5.994026731982744e-11,2.2850347995213595e-10,5.095470809554973e-10,5.853897306247949e-10,2.8267043678722483e-10,-1.0919400548327745e-10,-2.5977726551271076e-10,9.101567976454522e-12,7.855836422227047e-12,1.4194321634077891e-11,-1.1779624029198828e-11,-2.039815061826907e-11,-3.520219061016483e-12,1.0700833956598769e-10,2.5382956550174224e-10,2.891545004636258e-10,2.244959206534365e-10,1.1089212225791569e-11,3.660880013333976e-12,4.003665395774168e-12,4.3303652035145576e-11,1.4458009669118176e-10,2.9316122118878934e-10,3.728604219439048e-10,2.9899163073897833e-10,1.8109503520306435e-10,3.9265116326574876e-11,-4.662559931394957e-11,-1.5325645014969214e-10,-2.998175455714431e-10,-2.334766780229787e-10,8.926140293495534e-11,3.5242699371393525e-10,3.753820860243548e-10,6.185417851463262e-11,2.2673300450964056e-10,4.900737330180253e-10,5.21934311318785e-10,1.772415845118076e-10,-2.117138295894633e-10,-3.3223711783045267e-10,9.067873612647982e-10,2.094743816490805e-09,2.598834702917739e-09,1.6049774702461308e-09,5.050799209483329e-11,-6.823050058184985e-10,5.058967670228444e-09,6.838256828718035e-09,5.170276698096228e-09,1.5811427541136422e-09,-5.210609718250776e-10,1.0616196275632131e-08,1.0150754848302648e-08,5.702514686230009e-09,2.0487603684863662e-09,1.2567024097243542e-08,9.82765785725664e-09,5.808531415530261e-09,9.753071529706651e-09,6.98682364858573e-09,5.574615670090436e-09,2.3053008495790068e-05
TLT,3.6321973624482095e-08,-2.7105646293969224e-08,-1.1531770915090289e-08,2.0599059100316045e-08,4.209296449519001e-08,-8.618746179383563e-08,-8.077670853884486e-09,1.724281048207684e-08,3.83819944311995e-08,-3.5938578595403036e-08,1.0727505602485325e-07,-2.0224192577423392e-07,-3.572387079464848e-08,7.863828220763976e-08,1.5758631293801356e-08,1.0084636233562025e-07,-3.148945506339834e-08,1.3476118591737978e-09,4.88305883909792e-09,1.4666350495873838e-07,-7.989215462235046e-08,6.052075397527031e-08,-1.3704104567649138e-07,1.7838236923883595e-07,1.3578374377297872e-08,4.537138913283288e-09,7.69216825948658e-09,-1.3373435579029262e-08,1.9652061385942174e-08,2.4243443638146037e-09,1.4061776800994346e-08,-1.846176886964137e-08,1.5537093027883698e-08,-4.1036971133333785e-08,6.757168412595814e-08,9.739992300829698e-09,2.4292125551378997e-07,2.371842631296359e-08,-1.7417108049787885e-07,-6.859207593046518e-09,3.27196312516625e-07,-8.020267094987311e-08,4.6673356134366323e-08,-5.2546095133886805e-08,-6.006480580917733e-08,-4.6286860128888416e-08,4.878097702902733e-08,-9.979812458541014e-08,-9.359573547313525e-09,1.9771716096299694e-08,4.454797931435111e-08,-4.169316602454352e-08,1.2439464284119583e-07,-2.344112549677729e-07,-4.13825554497521e-08,2.7239892649765287e-07,2.0401672157861452e-08,-2.1290115339722617e-07,-3.582527684253963e-08,4.894535181782075e-08,-1.9311520461520185e-07,4.502936676627662e-07,9.887043304409932e-08,1.8188437669752172e-09,-6.9618393701515315e-09,-7.53119161081279e-09,7.331781524420243e-09,-2.2739917097620614e-08,4.44385041038394e-08,8.201076368472289e-09,4.4389859896703633e-07,-1.2175158998236505e-07,7.498431641919371e-08,-1.0471482513494432e-07,-2.1016994986671103e-08,-5.2685653915392825e-08,8.552480655152636e-08,-6.754624697473629e-08,1.633585779290554e-07,-2.3780313409753186e-07,-2.6272783265735716e-08,5.500391754964312e-08,-1.3902205109138036e-07,2.15949257510534e-07,2.779944743450094e-08,3.7242747561777115e-07,-6.240986264484945e-07,-9.274666992681753e-08,1.1389965513483805e-06,1.927626561509373e-07,3.806507324030286e-08,0.00014058304085876722
GOVT,1.5879618429311e-11,2.328234846872409e-11,-3.74553298015874e-11,-1.549437040440387e-11,-2.544887006753281e-11,1.578713887283497e-10,3.0952008672377434e-10,5.034557082751325e-10,5.248553769427211e-10,3.773523881207306e-10,1.0362406955544853e-10,-9.982885856908326e-12,8.05612471527824e-11,6.09001660305854e-11,-5.7046676549572595e-11,1.7504743912762543e-11,-4.999784385334558e-11,3.231675877750214e-11,2.67459800119784e-10,6.686109654294805e-10,8.889876071950594e-10,8.015341382537494e-10,3.17260304398447e-10,-9.155621053910702e-11,-4.72559103316996e-10,8.851565338835807e-11,3.334484587463543e-11,6.103614907422521e-11,-3.565190465291953e-10,-7.152323732164841e-10,-1.181967372361276e-09,-1.2474878437460387e-09,-9.098256490035776e-10,-2.575791979259917e-10,2.966967691241351e-11,-1.430007955035119e-10,7.556621727976077e-11,5.767493321858183e-12,-4.533338529209709e-10,-5.820685113961307e-10,-5.95756494603163e-10,-3.325981904714058e-10,4.910848947552897e-12,1.4735347168410032e-10,-1.0585731070403584e-10,-9.663007530470777e-10,4.6797053585714036e-11,-1.5861592581429566e-10,-4.077162879596647e-10,-7.738824136092982e-10,-8.977577662747323e-10,-7.224202545864025e-10,-2.4442948282891774e-10,5.2455922342741224e-11,1.5085193692313383e-10,3.051394759436947e-09,4.463812748346772e-09,5.5227172600805764e-09,4.3291177521139045e-09,1.904190715112589e-09,-2.00001821736277e-10,4.731082875093371e-10,5.196124209381593e-09,7.330580689096505e-09,1.029740922673131e-08,9.398557758826862e-09,5.626592745153489e-09,8.686603335809788e-10,3.4098855196111617e-10,5.683004329405766e-09,1.6142529980067515e-08,1.6329889700438188e-08,1.1318667940367892e-08,2.8557550494233783e-09,-1.1663226634560965e-10,4.0889894503845374e-09,1.7880762087653024e-08,1.3580399828696502e-08,4.162909835444314e-09,-6.732705432040775e-10,2.635719445374654e-11,1.1270123514775394e-08,3.996071227293523e-09,-9.507451022768146e-10,-3.564811370203421e-09,1.6974905415329018e-09,-5.402967411225865e-10,-3.1230540121644485e-09,2.2734113443429147e-10,1.6469469738541603e-09,1.3444768827643532e-08,2.5966123944626818e-05
